1,44.26517068,249141,94713,94.94743335
1,36.0188958,325744,72283,47.39385077
1,49.24707383,137552,32588,58.79870742
1,45.17403173,235315,16721,91.29329547
1,28.13472635,373985,147397,70.84430751
1,44.87023173,77015,142351,56.42927238
1,41.12009803,99829,115048,46.86314772
0,41.27141628,196769,25588,53.90734086
1,40.71167389,190874,106623,58.73892933
1,47.07519533,374102,73121,57.55736899
1,41.17965489,163695,147133,61.92140073
0,31.55860516,382034,1105,82.49003599
0,42.85796974,357184,33032,17.97277154
0,49.06716337,75118,30981,30.67044499
1,41.66373979,201058,46067,81.09924682
1,45.88358487,269068,88318,33.11474976
1,46.89233441,180770,51502,97.17143045
0,30.98357142,366837,81771,23.69902988
1,29.79216626,252610,60301,38.16937431
1,23.86670097,89594,30579,78.73087901
0,31.76490609,319507,39336,5.438074069
0,28.75633835,77928,82040,79.90315945
1,24.42789599,301545,53204,68.6209519
0,29.55808808,81595,119604,30.94016545
1,49.98791387,246218,88950,70.86086017
0,44.94769049,80568,56290,15.36337803
0,39.36872914,42110,48560,11.43561275
1,35.77530411,267822,105626,79.44599621
1,39.44409116,129144,148650,92.42074382
0,34.29175109,140490,69963,15.20958611
1,38.05475106,347178,23727,39.27195333
1,42.8686994,254030,102319,43.4071876
1,30.50559609,330794,100935,97.30872649
0,23.82496348,166799,8768,7.353378762
1,34.29191788,253199,74495,96.77828523
1,47.63699855,139231,62921,49.17451185
0,36.08352842,123440,95790,18.23757714
0,24.23515773,21297,72384,40.43652627
0,46.11065539,104608,92672,34.37009395
1,31.37108764,395738,54693,69.82187964
1,48.49434243,147126,116784,59.36457934
0,35.81832312,123612,103674,10.2469955
1,25.50609376,198647,72408,91.45895782
0,41.74150831,257136,41589,11.68203041
1,36.45899254,308633,26682,82.94894596
1,33.77094566,229458,111979,57.55970109
0,46.42893298,28689,45703,24.58728414
1,47.43558897,291241,66709,35.26623049
0,42.51801829,257177,47137,11.92660228
1,24.53958933,327176,83861,70.70172667
1,32.5910055,300217,98715,32.97360309
1,49.44905519,288250,66926,92.71268888
1,27.84734453,123497,76926,71.60343951
0,34.31349225,119363,40180,32.40650563
1,43.39428106,368879,71501,41.37200011
1,36.58055374,227295,105233,98.04797198
0,31.31307091,164143,40106,13.59888231
0,31.80668493,22374,44907,85.28158081
1,23.52578365,311692,115120,46.81212581
1,48.65184783,320398,54659,31.82320597
0,44.50904724,77344,130528,18.30293452
1,47.12489159,374295,145028,83.13690757
1,48.41042842,221327,78382,52.48808252
0,25.96819163,319292,77790,26.00951454
0,23.19544044,126084,29624,22.78422034
1,38.29491799,325299,145654,94.83271457
1,33.37817535,199557,64899,61.69090675
1,24.10701946,322119,28433,89.89508751
1,49.2900475,111207,115187,93.76941606
1,28.75539995,380425,57865,76.30545376
0,43.32639597,314503,65735,20.06164443
1,30.86187176,129050,106619,61.24337593
0,45.03815102,99555,60895,66.0103695
1,39.42839324,99596,144329,73.76794056
1,39.0794313,274953,64235,61.13228077
0,25.57501799,116912,72306,26.58438289
0,46.92140767,51788,117811,83.12950062
0,29.38682757,35227,120620,70.54912088
0,37.97172593,140553,17178,22.24126819
0,30.91686872,26707,33491,65.95722335
1,37.82995617,328312,132832,88.87015263
0,26.93522155,229619,5259,21.34517429
1,29.84757104,134520,138197,74.7423867
1,31.25514438,121938,126810,45.94219826
0,48.84950556,72917,50281,75.58067376
0,46.24039327,233572,8659,68.90893419
1,33.33339121,225826,66906,95.42052271
0,49.10397975,57175,136142,3.090069681
0,48.67280641,231430,139838,24.2879487
0,47.89543532,84492,95008,25.97287013
0,39.17583831,88783,42090,42.71439005
0,26.88869083,41852,96595,25.30851978
1,42.89948791,78826,83214,91.05354645
0,26.99262395,69066,17410,73.03484003
0,26.24084042,172151,8710,15.84759344
1,43.26538813,355946,60968,98.49661442
0,48.52401055,265997,35150,24.34447055
1,28.20485729,281476,75058,39.34311627
1,27.54583817,296180,138658,96.88554378
0,32.23103786,21997,125974,52.37398317
