0,48.0398312,95010,50565,56.58821976
0,36.4363497,41393,59000,74.93664817
1,47.97405554,184652,184470,71.34995432
1,30.23771057,245234,66566,57.70216379
1,31.81659166,81553,93000,84.26740208
1,40.65017189,125205,65573,83.54650886
1,26.40225616,222543,132237,59.67510449
1,23.35073679,356895,169502,98.4335196
2,45.47638717,220734,109412,24.08016582
0,36.76283425,110899,100845,7.651924465
1,44.86560234,135869,117596,99.61624077
1,33.18829096,127034,139413,61.32683354
1,39.46074007,256134,80267,64.88641606
0,34.40519576,57192,50960,34.72278124
0,38.68293093,133350,21318,62.17185319
1,29.30008006,318564,27937,63.65368833
0,35.70322341,27618,8422,29.60191471
0,27.90485832,188221,8132,12.34733577
0,29.41415166,21850,85499,92.89446056
1,23.33454614,151539,116137,49.07065142
1,28.47510751,243603,30474,55.71298703
1,33.44451437,249237,44833,63.1807357
1,41.60207569,312533,165918,58.06696431
1,40.59784238,128210,93615,80.78245538
1,39.03282237,344966,190130,52.6103724
1,32.69396863,122894,130704,70.33898542
1,29.03549969,362590,103942,74.49163267
1,37.70348215,180277,20732,98.97059661
0,32.92834605,50442,56129,51.06659663
2,41.9105201,257003,70975,5.062978235
1,34.74567978,53935,63242,78.78433076
2,27.01627909,319829,98369,5.426072105
1,46.66436383,123607,51348,81.12110927
2,27.77588581,263500,60154,9.273941548
2,49.17018185,394276,162752,36.60982879
0,27.41581803,139568,20608,68.67425845
2,24.74555974,280191,105286,29.9555402
2,46.23187104,250412,67225,24.04178296
1,39.06865229,280752,93151,49.48099565
1,24.58285445,223900,105728,45.31258916
0,27.99840972,49293,167826,57.52977359
0,46.84118444,51816,50041,40.20424507
0,31.61122657,76596,33262,23.13562351
1,45.20071405,328712,74209,62.14455744
2,46.07632353,286247,12687,23.46232474
1,25.19198376,277748,62413,68.60644367
1,39.71989412,179939,66988,92.0258736
1,39.03323123,133320,194882,58.88538198
0,27.66672608,156339,73268,36.76061686
1,33.61989554,282961,157032,86.66591986
1,40.19836128,80290,86384,86.11378036
1,41.09993373,230442,84508,81.82914083
1,35.21523118,369234,135889,45.09090246
1,40.79955243,207997,81847,94.03345307
2,40.99515538,315959,63718,2.930675885
0,43.10563203,59486,76794,44.45810206
0,34.25616896,54715,89100,55.35062035
2,27.39152339,265005,68014,5.195618288
2,33.16742914,347540,122545,31.13960511
0,40.57459292,90528,85671,21.20083054
2,32.41186292,211593,99790,2.567692859
0,46.66172026,115796,142869,8.290158405
1,30.96842672,318761,199229,64.42360792
1,45.04837648,215436,178352,81.69580044
1,34.84117261,107166,62666,66.20201146
0,42.45801964,177924,64967,20.08438372
1,25.79423937,301109,65669,49.25850868
0,48.93316921,162575,56798,2.326965774
1,33.24308367,398347,109471,68.37529491
1,33.26707819,181214,122639,86.84452829
1,39.04950416,366393,170729,97.79304972
0,30.93934211,134323,2166,29.87112171
1,37.3368085,108053,85419,91.94495084
0,29.34032165,34516,97579,61.08506491
1,29.64215992,206275,127982,81.61232137
2,23.57732854,354959,99984,31.44357228
2,27.16666517,378464,33556,14.4042969
2,43.76892673,313182,180775,26.88819223
1,39.22996974,197718,66364,65.63921876
0,46.60921181,62642,116316,79.88642177
1,26.64308015,315792,31896,53.62677796
1,29.33158963,87743,133560,96.62205856
0,31.09778607,30669,148125,98.85805335
2,35.6709093,385984,14430,9.103473692
0,42.52223049,85989,28177,42.53086624
1,23.24442103,304826,146568,58.38661662
1,45.68442509,337863,64069,83.27231035
2,41.18244271,328716,36825,8.899055116
1,28.76594956,286504,129470,48.05618967
2,47.71578645,208874,115664,28.28185529
2,34.61193309,238091,98127,12.88807976
0,47.80140813,181694,88792,25.54452054
0,37.03662052,139127,142163,11.57357296
0,36.77069735,217359,3168,44.74207659
0,49.99453999,108349,33964,7.012299117
2,34.35879722,398282,164229,25.86169907
1,26.66990095,253504,141420,76.93807293
1,43.59463301,135971,194434,71.89416054
0,46.51066966,59809,62885,70.5767958
2,43.76980247,128587,181466,18.57022554
1,26.74952666,271041,18463,56.32655839
2,42.22110973,62863,182241,5.774284639
0,36.31867084,40269,630,4.962820816
0,46.54367028,34773,2203,12.80208915
1,26.15606545,120373,142929,50.80305184
1,41.48370945,215953,135998,68.07177645
0,26.15366171,24041,22480,19.03426283
2,25.89868481,293665,4551,10.33542467
1,49.45135986,342697,186618,40.12407881
1,40.97169278,155367,82953,68.50308532
1,26.09791037,347076,164507,64.17123974
2,45.19900037,280169,47721,16.72296905
2,49.01191403,284545,60195,39.0090926
1,39.47845239,210813,22252,67.54028043
1,36.26760388,272287,164166,83.43380087
1,27.33011932,59798,196166,76.1740671
1,40.5929199,260863,117952,48.11798392
2,47.85627397,158994,199338,38.52045278
1,34.47136896,164419,96052,69.75976643
1,23.77667256,369627,146472,46.53763058
1,41.34318354,142055,174154,77.95920743
0,41.96212411,376342,4526,69.44771901
1,47.82373826,388283,131905,94.78044283
1,40.48237926,184853,128660,94.0707657
2,45.27169047,299937,50130,13.87599571
0,44.47625269,67349,91485,61.5577066
1,48.47456246,112394,92638,67.69519684
0,36.1713465,128917,139587,3.097771506
1,24.35289664,94619,184596,78.64959449
1,31.86867862,320346,57252,40.92016498
1,36.22544991,265825,12931,65.27436012
1,39.56545741,161488,153782,85.9018282
1,44.63023558,110965,186805,99.74413264
